GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)
455351	P21554	UQYGKCDCFVQCHW-UHFFFAOYSA-N	EC50	0.0	3162.28	nM	MedChemComm, (2010) 1:1:54
455419	P21554	UTDFNPQIXLLZIT-HNNXBMFYSA-N	EC50	0.0	20000.0	nM	25575658
455421	P21554	UTDRYESAERWZPI-AWEZNQCLSA-N	EC50	15640.0	15640.0	nM	25575658
455468	P21554	UUUUKDIKVIQJQX-UHFFFAOYSA-N	Activity	30.0	0.0	%	25797163
455468	P21554	UUUUKDIKVIQJQX-UHFFFAOYSA-N	IC50	151.0	151.0	nM	25797163
455580	P21554	UZBWCKBPXRODJT-UFDOCAHHSA-N	Ki	8600.0	8600.0	nM	24972328
455606	P21554	UZYLLYOBIXOBQF-TZMCWYRMSA-N	EC50	43.0	43.0	nM	25488844
455606	P21554	UZYLLYOBIXOBQF-TZMCWYRMSA-N	Emax	68.0	68.0	%	25488844
455634	P21554	VBBAEKFILYUUPW-UHFFFAOYSA-N	Activity	76.71	76.71	%	25487422
455667	P21554	VBVSLBXYPFYZIR-ZDUSSCGKSA-N	EC50	0.0	20000.0	nM	25575658
455675	P21554	VCDQBSRZFUBXDI-UHFFFAOYSA-N	Activity	19.6	19.6	%	25162172
455675	P21554	VCDQBSRZFUBXDI-UHFFFAOYSA-N	IC50	311.0	311.0	nM	25162172
455684	P21554	VCMMYRWIEZCYDK-PDBXOOCHSA-N	Ki	8880.0	8880.0	nM	24972328
455714	P21554	VCZQESXCRUNCBJ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	25644673
455723	P21554	VDMQBZFCSFSFOR-UHFFFAOYSA-N	Emax	-3.0	-3.0	%	24984935
455723	P21554	VDMQBZFCSFSFOR-UHFFFAOYSA-N	Emax	95.0	95.0	%	24984935
455781	P21554	VFJZDIRZVHSZCL-UHFFFAOYSA-N	Ki	0.0	3000.0	nM	25699149
455813	P21554	VHFPMFSUAHEHBE-UHFFFAOYSA-N	Activity	30.0	0.0	%	25797163
455813	P21554	VHFPMFSUAHEHBE-UHFFFAOYSA-N	IC50	361.0	361.0	nM	25797163
455843	P21554	VIIFQCCKYXSQKF-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	25644673
455874	P21554	VKCVQMODGCVRHW-UHFFFAOYSA-N	Activity	30.0	0.0	%	25797163
455874	P21554	VKCVQMODGCVRHW-UHFFFAOYSA-N	IC50	483.0	483.0	nM	25797163
455915	P21554	VLIMFZSMMDUNFH-UHFFFAOYSA-N	Ki	3262.0	3262.0	nM	25272206
455945	P21554	VNBACJVORYHCRA-IBGZPJMESA-N	EC50	15.0	15.0	nM	25556098
455946	P21554	VNDSXTWELGPCTB-UHFFFAOYSA-N	Ki	2080.0	2080.0	nM	25065940
456046	P21554	VRIXWKFEHIPSIP-UHFFFAOYSA-N	Ki	52.9	52.9	nM	25272206
456046	P21554	VRIXWKFEHIPSIP-UHFFFAOYSA-N	Ki	53.0	53.0	nM	25272206
456065	P21554	VSDKISJUKCDNCT-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	25935384
456169	P21554	VVGRVXLDVURROA-UHFFFAOYSA-N	Ki	0.0	3000.0	nM	25699149
456300	P21554	VZKVXWUSSUGQGY-UHFFFAOYSA-N	Ki	227.0	227.0	nM	25935384
456309	P21554	VZUJLUOMSWRIQJ-UHFFFAOYSA-N	Inhibition	0.0	0.0	%	19736007
456316	P21554	WABPNSCYWRNHEU-UHFFFAOYSA-N	Activity	15.0	0.0	%	25162172
456316	P21554	WABPNSCYWRNHEU-UHFFFAOYSA-N	EC50	663.0	663.0	nM	25162172
456316	P21554	WABPNSCYWRNHEU-UHFFFAOYSA-N	Emax	184.0	184.0	%	25162172
456316	P21554	WABPNSCYWRNHEU-UHFFFAOYSA-N	IC50	27.0	27.0	nM	25162172
456316	P21554	WABPNSCYWRNHEU-UHFFFAOYSA-N	IC50	27.4	27.4	nM	25162172
456374	P21554	WBVHPGIBBFVLKN-UHFFFAOYSA-N	EC50	0.0	30000.0	nM	25487422
456395	P21554	WCIZQENQQWNDEJ-UHFFFAOYSA-N	EC50	501.0	501.0	nM	25096297
456395	P21554	WCIZQENQQWNDEJ-UHFFFAOYSA-N	EC50	501.19	501.19	nM	25096297
456395	P21554	WCIZQENQQWNDEJ-UHFFFAOYSA-N	Emax	80.19	80.19	%	25096297
456430	P21554	WDOIRXCSWMTZHK-KRWDZBQOSA-N	EC50	0.0	20000.0	nM	25575658
456475	P21554	WFHPSIWEEPUBPV-UHFFFAOYSA-N	Activity	30.0	0.0	%	25797163
456475	P21554	WFHPSIWEEPUBPV-UHFFFAOYSA-N	IC50	319.0	319.0	nM	25797163
456503	P21554	WGHYZMUZGXWEMW-UHFFFAOYSA-N	Activity	15.0	0.0	%	25162172
456503	P21554	WGHYZMUZGXWEMW-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	25162172
456517	P21554	WGWKTQCAJSRICS-KGLIPLIRSA-N	EC50	29000.0	29000.0	nM	25556092
456543	P21554	WHTVRROUSMIKQK-UHFFFAOYSA-N	EC50	20000.0	20000.0	nM	25487422
456543	P21554	WHTVRROUSMIKQK-UHFFFAOYSA-N	Ki	3200.0	3200.0	nM	25487422
456578	P21554	WITSMXUOQNQBLT-UHFFFAOYSA-N	Ki	22.59	22.59	nM	25272206
456578	P21554	WITSMXUOQNQBLT-UHFFFAOYSA-N	Ki	23.0	23.0	nM	25272206
456585	P21554	WIVRCLNIDINBEF-SNVBAGLBSA-N	Ki	1000.0	1000.0	nM	25072877
456596	P21554	WJIZZYNTUBCGPU-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	25644673
456601	P21554	WKAOYQFYMRWACM-UHFFFAOYSA-N	Ki	701.5	701.5	nM	25935384
456601	P21554	WKAOYQFYMRWACM-UHFFFAOYSA-N	Ki	702.0	702.0	nM	25935384
456605	P21554	WKDAZCMCNSHOIB-UHFFFAOYSA-N	Emax	43.64	43.64	%	25096297
456625	P21554	WKZBYKWJIPDLHQ-UHFFFAOYSA-N	EC50	16218.0	16218.0	nM	25096297
456625	P21554	WKZBYKWJIPDLHQ-UHFFFAOYSA-N	EC50	16218.1	16218.1	nM	25096297
456625	P21554	WKZBYKWJIPDLHQ-UHFFFAOYSA-N	EC50	16220.0	16220.0	nM	25096297
456625	P21554	WKZBYKWJIPDLHQ-UHFFFAOYSA-N	Emax	66.4	66.4	%	25096297
456712	P21554	WOCJKSWJVDFZBH-UHFFFAOYSA-N	EC50	1096.0	1096.0	nM	25096297
456712	P21554	WOCJKSWJVDFZBH-UHFFFAOYSA-N	EC50	1096.48	1096.48	nM	25096297
456712	P21554	WOCJKSWJVDFZBH-UHFFFAOYSA-N	EC50	1100.0	1100.0	nM	25096297
456712	P21554	WOCJKSWJVDFZBH-UHFFFAOYSA-N	Emax	78.76	78.76	%	25096297
456753	P21554	WPMZHAWRMPKXHR-ZDUSSCGKSA-N	EC50	250.0	250.0	nM	25575658,25556098,25556092
456866	P21554	WTZBQRKRMSBFEP-UHFFFAOYSA-N	Activity	32.0	32.0	%	25162172
456866	P21554	WTZBQRKRMSBFEP-UHFFFAOYSA-N	Activity	35.0	35.0	%	25162172
456866	P21554	WTZBQRKRMSBFEP-UHFFFAOYSA-N	Emax	132.0	132.0	%	25162172
456866	P21554	WTZBQRKRMSBFEP-UHFFFAOYSA-N	IC50	95.0	95.0	nM	25162172
456895	P21554	WUUACLHVQQMLSF-LBPRGKRZSA-N	EC50	0.0	20000.0	nM	25556092
456935	P21554	WWNNKDJOKYRJSV-UHFFFAOYSA-N	EC50	0.0	25000.0	nM	25499880
456947	P21554	WWVQOPCDGDSZNA-GFCCVEGCSA-N	EC50	0.0	20000.0	nM	25556098
456948	P21554	WWVQOPCDGDSZNA-LBPRGKRZSA-N	EC50	53.0	53.0	nM	25575658,25556098,25556092
456980	P21554	WYBSUCOIQJYPKU-ZDUSSCGKSA-N	EC50	0.0	20000.0	nM	25556092
457001	P21554	WYKONUHKIAZPJU-UHFFFAOYSA-N	Activity	28.0	28.0	%	MedChemComm, (2010) 1:1:54
457001	P21554	WYKONUHKIAZPJU-UHFFFAOYSA-N	EC50	1995.26	1995.26	nM	MedChemComm, (2010) 1:1:54
457078	P21554	XBBRBQCGGXLGGN-DDUZABMNSA-N	EC50	0.0	30000.0	nM	25488844
457083	P21554	XBBRBQCGGXLGGN-SIIHOXLZSA-N	EC50	0.0	30000.0	nM	25488844
457088	P21554	XBHQLFVDGLPBCK-UHFFFAOYSA-N	Ki	1.0	1.0	nM	23902803
457088	P21554	XBHQLFVDGLPBCK-UHFFFAOYSA-N	Ki	1.0	1.0	nM	23902803
457116	P21554	XCGVQUQODAUJQV-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	25644673
457142	P21554	XCVBLGSQXZPEGV-AWEZNQCLSA-N	EC50	0.0	20000.0	nM	25575658
457153	P21554	XDCTVCMADUWJNQ-UHFFFAOYSA-N	EC50	0.0	3162.28	nM	MedChemComm, (2010) 1:1:54
457183	P21554	XELUMSNYGOKMID-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	25272206
457185	P21554	XENMXZNGXMHMSP-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	25644673
457189	P21554	XESCEOQHHPMQDU-UHFFFAOYSA-N	EC50	420.0	420.0	nM	25556098
457283	P21554	XHRZTKHTZZBJIU-UHFFFAOYSA-N	Inhibition	14.0	14.0	%	21923175
457362	P21554	XKGPHJMKJBEURD-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	24863744
457366	P21554	XKHCEDYSKNATME-YSTUJMKBSA-N	Ki	8670.0	8670.0	nM	24972328
457403	P21554	XLUUTKUEUVWPKI-UHFFFAOYSA-N	Activity	15.0	0.0	%	25162172
457403	P21554	XLUUTKUEUVWPKI-UHFFFAOYSA-N	IC50	867.0	867.0	nM	25162172
457498	P21554	XPUSKIRYBYTULV-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	25065940
457520	P21554	XQMKYOVHRBEPTD-UHFFFAOYSA-N	EC50	0.0	30000.0	nM	25487422
457520	P21554	XQMKYOVHRBEPTD-UHFFFAOYSA-N	Ki	0.0	60000.0	nM	25487422
457526	P21554	XQQZQIGGSBNCCX-UHFFFAOYSA-N	Activity	15.0	0.0	%	25162172
457526	P21554	XQQZQIGGSBNCCX-UHFFFAOYSA-N	IC50	98.0	98.0	nM	25162172
457544	P21554	XRNVPANNLDYYFO-UHFFFAOYSA-N	Ki	0.0	60000.0	nM	25487422
457571	P21554	XSKXHXDVPDTNLO-ZWNOBZJWSA-N	EC50	0.0	30000.0	nM	25488844
457585	P21554	XTBJGGIGUILIIK-ZDUSSCGKSA-N	EC50	1965.0	1965.0	nM	25575658
457708	P21554	XXKNGBVKRHUNIU-HNNXBMFYSA-N	EC50	5764.0	5764.0	nM	25575658
457765	P21554	XZJOVEWPFJEOBL-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	25644673
457802	P21554	YABXYWBRBDXNKY-UHFFFAOYSA-N	EC50	13489.6	13489.6	nM	25096297
457802	P21554	YABXYWBRBDXNKY-UHFFFAOYSA-N	EC50	13490.0	13490.0	nM	25096297
457802	P21554	YABXYWBRBDXNKY-UHFFFAOYSA-N	EC50	13500.0	13500.0	nM	25096297
457802	P21554	YABXYWBRBDXNKY-UHFFFAOYSA-N	Emax	59.11	59.11	%	25096297
457928	P21554	YFLIOQCMPHQKCY-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	25599952
457941	P21554	YFTCLNZWBGCELR-UHFFFAOYSA-N	EC50	0.0	100000.0	nM	25466177
457958	P21554	YGFQBPYOYXCHSZ-AWEZNQCLSA-N	EC50	307.0	307.0	nM	25556098,25556092
457959	P21554	YGFQBPYOYXCHSZ-CQSZACIVSA-N	Activity	70.0	0.0	%	25556098
457959	P21554	YGFQBPYOYXCHSZ-CQSZACIVSA-N	EC50	0.0	20000.0	nM	25556098
457974	P21554	YGIKSMCSADYGOY-UHFFFAOYSA-N	Activity	30.0	0.0	%	25797163
457974	P21554	YGIKSMCSADYGOY-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	25797163
458049	P21554	YJWLCIANOBCQGW-HZJYTTRNSA-N	Ki	480.0	480.0	nM	24972328
458133	P21554	YMVSXVUOZDQSQE-UHFFFAOYSA-N	Ki	1890.0	1890.0	nM	25065940
458179	P21554	YOCJOOJPWNGNJB-ZDUSSCGKSA-N	EC50	0.0	20000.0	nM	25575658
458259	P21554	YQUWHIAXYNZEAB-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	25272206
458307	P21554	YTYAKTGPSFZMRK-GNXQHMNLSA-N	Activity	73.0	73.0	%	MedChemComm, (2010) 1:1:54
458307	P21554	YTYAKTGPSFZMRK-GNXQHMNLSA-N	EC50	25.12	25.12	nM	MedChemComm, (2010) 1:1:54
458307	P21554	YTYAKTGPSFZMRK-GNXQHMNLSA-N	Ki	1.259	1.259	nM	MedChemComm, (2010) 1:1:54
458309	P21554	YTZKNNAQINHHJH-UHFFFAOYSA-N	Activity	15.0	0.0	%	25162172
458309	P21554	YTZKNNAQINHHJH-UHFFFAOYSA-N	IC50	166.0	166.0	nM	25162172
458363	P21554	YVDKLCHAUFGVMV-UHFFFAOYSA-N	Ki	0.0	3000.0	nM	25699149
458374	P21554	YVNLJRQPWFDVJR-FERBBOLQSA-N	Activity	75.0	75.0	%	MedChemComm, (2010) 1:1:54
458374	P21554	YVNLJRQPWFDVJR-FERBBOLQSA-N	EC50	39.81	39.81	nM	MedChemComm, (2010) 1:1:54
458375	P21554	YVNLJRQPWFDVJR-GMUIIQOCSA-N	Activity	63.0	63.0	%	MedChemComm, (2010) 1:1:54
458375	P21554	YVNLJRQPWFDVJR-GMUIIQOCSA-N	EC50	630.96	630.96	nM	MedChemComm, (2010) 1:1:54
458394	P21554	YWMJVWJGVMNIQA-INIZCTEOSA-N	EC50	0.0	20000.0	nM	25575658
458397	P21554	YWPZCFAPNHFVHT-UHFFFAOYSA-N	Ki	438.0	438.0	nM	25065940
458406	P21554	YXFPVINSZDYPCU-ZYHUDNBSSA-N	EC50	0.0	30000.0	nM	25488844
458415	P21554	YXQBNDKQWYTFCX-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	25599952
458423	P21554	YYAWWKUYRIMBKL-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	25644673
458481	P21554	YZVKWFAKLRORIU-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	25644673
458572	P21554	ZDRAZCDBPCODBH-VQIMIIECSA-N	EC50	0.3	0.3	nM	25488844
458572	P21554	ZDRAZCDBPCODBH-VQIMIIECSA-N	EC50	0.3	0.3	nM	25488844
458572	P21554	ZDRAZCDBPCODBH-VQIMIIECSA-N	Emax	99.0	99.0	%	25488844
458647	P21554	ZFZKVSPFSZCHLC-ZDUSSCGKSA-N	EC50	0.0	20000.0	nM	25575658
458648	P21554	ZGAFHVVCKSQXDH-ZDUSSCGKSA-N	EC50	41000.0	41000.0	nM	25556092
458650	P21554	ZGARQGHOXSTBAX-UHFFFAOYSA-N	EC50	0.0	3162.28	nM	MedChemComm, (2010) 1:1:54
458655	P21554	ZGERPQYLMALGRP-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	25644673
458702	P21554	ZHTPBXDDWZAVCE-UHFFFAOYSA-N	EC50	0.0	30000.0	nM	25487422
458709	P21554	ZHUOZQGWUQTNDE-ZDUSSCGKSA-N	EC50	970.0	970.0	nM	25556092
458780	P21554	ZKFNEGFRVZFKRJ-HNNXBMFYSA-N	EC50	0.0	20000.0	nM	25575658
458887	P21554	ZOHCTKDFWBPLPP-XIFFEERXSA-N	IC50	600.0	600.0	nM	23227781
458921	P21554	ZPDRDPNCESNTKM-UHFFFAOYSA-N	EC50	0.0	30000.0	nM	25487422
458921	P21554	ZPDRDPNCESNTKM-UHFFFAOYSA-N	Ki	0.0	60000.0	nM	25487422
458942	P21554	ZPZJSZPTHASPGA-UHFFFAOYSA-N	IC50	10.0	10.0	nM	23902803
458942	P21554	ZPZJSZPTHASPGA-UHFFFAOYSA-N	IC50	10.0	10.0	nM	23902803
458942	P21554	ZPZJSZPTHASPGA-UHFFFAOYSA-N	Ki	9.0	9.0	nM	23902803
458942	P21554	ZPZJSZPTHASPGA-UHFFFAOYSA-N	Ki	9.0	9.0	nM	23902803
459027	P21554	ZSXZZWYHIBKTNV-UHFFFAOYSA-N	Activity	111.42	111.42	%	25487422
459120	P21554	ZVPVGKSDCAFJCV-NSHDSACASA-N	EC50	1400.0	1400.0	nM	25556098,25556092
459230	P21554	ZZYZZOOPUSCGBY-UHFFFAOYSA-N	EC50	1348.96	1348.96	nM	24984935
459230	P21554	ZZYZZOOPUSCGBY-UHFFFAOYSA-N	EC50	1349.0	1349.0	nM	24984935
459230	P21554	ZZYZZOOPUSCGBY-UHFFFAOYSA-N	Emax	67.0	67.0	%	24984935
459331	P21554	ARNITDLNJQTLMC-UHFFFAOYSA-N	Ki	46.71	46.71	nM	,None
459352	P21554	AVRJCVJBBAXEGT-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
459625	P21554	CMFRWRRJXPMWNF-UHFFFAOYSA-N	Ki	199.0	199.0	nM	,None
459697	P21554	CXDZKZANQIQWCC-UHFFFAOYSA-N	Ki	17.18	17.18	nM	,None
459761	P21554	DFIVWRVLJYNACC-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
459940	P21554	FIDJJNCJJRGHEV-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
460006	P21554	FVWJPCDWCHPHPP-UHFFFAOYSA-N	Ki	3.7	3.7	nM	,None
460097	P21554	GJTFBGFCXVODMT-UHFFFAOYSA-N	IC50	1023.0	1023.0	nM	,None
460261	P21554	HJNDHOPNLQLLID-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
460465	P21554	IMPIXGVTYVBLPL-UHFFFAOYSA-N	Ki	2.33	2.33	nM	,None
460475	P21554	IPKZJDRFHYSXPR-UHFFFAOYSA-N	IC50	3981.0	3981.0	nM	,None
460878	P21554	LFSXWIRCSGJIBI-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	
460878	P21554	LFSXWIRCSGJIBI-UHFFFAOYSA-N	IC50	1862.0	1862.0	nM	,None
460902	P21554	LKHROGMZUBZXNT-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
460936	P21554	LQFYTJPUNBKNEL-UHFFFAOYSA-N	Ki	41.96	41.96	nM	,None
461173	P21554	NIHVVAYWHTUYRX-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
461418	P21554	OZZTZWGBPZSXLU-UHFFFAOYSA-N	IC50	3981.0	3981.0	nM	,None
461656	P21554	QOXMHGXEHCEFOH-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
461801	P21554	ROXDXSMZIJVCTQ-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
461824	P21554	RRGCPYXJKNQKLO-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
461855	P21554	RUTICLNESJNANB-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
461968	P21554	SOELXNYHIMOSBS-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
462292	P21554	VJPAJSIYCZSRFM-UHFFFAOYSA-N	IC50	174.0	174.0	nM	,None
462347	P21554	VTKUBMALEHEFPX-UHFFFAOYSA-N	IC50	2630.0	2630.0	nM	,None
462389	P21554	VZWMBDKHGZWTBJ-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	,None
462566	P21554	XGIFDISIJIJHKW-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	,None
462569	P21554	XGTFHIJGWDETSN-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	,None
462660	P21554	XZSOYNRGFUZBKR-UHFFFAOYSA-N	Ki	983.3	983.3	nM	,None
462731	P21554	YMCXJOJJPKTDCH-UHFFFAOYSA-N	IC50	174.0	174.0	nM	
462731	P21554	YMCXJOJJPKTDCH-UHFFFAOYSA-N	IC50	1023.0	1023.0	nM	,None
462781	P21554	YVVLAXVBAYWESH-UHFFFAOYSA-N	IC50	257.0	257.0	nM	,None
462826	P21554	ZDVSUHLCUSNROB-UHFFFAOYSA-N	IC50	219.0	219.0	nM	,None
462950	P21554	ZVNWAOBWZTZWDN-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	,None
463241	P21554	ADRQNADVLXKXGU-UHFFFAOYSA-N	Ki	9429.0	9429.0	nM	26275680
464958	P21554	AXKICXNQSRTDMD-UHFFFAOYSA-N	Ki	2529.0	2529.0	nM	26275680
466144	P21554	BKXSBAGLWSKFLM-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
466144	P21554	BKXSBAGLWSKFLM-UHFFFAOYSA-N	Imax	26.97	26.97	%	MedChemComm, (2014) 5:10:1571
466144	P21554	BKXSBAGLWSKFLM-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
467887	P21554	CFBCITLIPCNBOS-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
468266	P21554	CJSBTRINGAHLPW-LZSLGQGWSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
468266	P21554	CJSBTRINGAHLPW-LZSLGQGWSA-N	Imax	13.62	13.62	%	MedChemComm, (2014) 5:10:1571
468266	P21554	CJSBTRINGAHLPW-LZSLGQGWSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
468294	P21554	CJYUVSWHDWDMGC-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
468294	P21554	CJYUVSWHDWDMGC-UHFFFAOYSA-N	Imax	3.38	3.38	%	MedChemComm, (2014) 5:10:1571
468294	P21554	CJYUVSWHDWDMGC-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
468310	P21554	CKDJCZKVSRIGJP-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
468633	P21554	COBKXVUAUIDLMI-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
468671	P21554	COLTZBDSWGVCQJ-UHFFFAOYSA-N	EC50	2256.0	2256.0	nM	25466197
468671	P21554	COLTZBDSWGVCQJ-UHFFFAOYSA-N	Ki	2173.0	2173.0	nM	25466197
468805	P21554	CPYNBZXFIWYXIZ-LZSLGQGWSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
468805	P21554	CPYNBZXFIWYXIZ-LZSLGQGWSA-N	Imax	18.54	18.54	%	MedChemComm, (2014) 5:10:1571
468805	P21554	CPYNBZXFIWYXIZ-LZSLGQGWSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
469886	P21554	DCFVTADSSVUZAM-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
471222	P21554	DRQYEPLMFLHJIK-UHFFFAOYSA-N	Ki	4710.0	4710.0	nM	25466197
471232	P21554	DRRWBCNQOKKKOL-UHFFFAOYSA-N	Activity	0.3	0.3	%	26035635
471452	P21554	DUHKNPFUZICFJG-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	26151231
471814	P21554	DYFVKJLTKQGMJQ-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
472261	P21554	FDWGOIBEPCOOQI-UHFFFAOYSA-N	EC50	0.0	5000.0	nM	26275680
472261	P21554	FDWGOIBEPCOOQI-UHFFFAOYSA-N	Ki	298.6	298.6	nM	26275680
472261	P21554	FDWGOIBEPCOOQI-UHFFFAOYSA-N	Ki	299.0	299.0	nM	26275680
472263	P21554	FDWNYBZVBFOYJL-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
472263	P21554	FDWNYBZVBFOYJL-UHFFFAOYSA-N	Imax	9.27	9.27	%	MedChemComm, (2014) 5:10:1571
472263	P21554	FDWNYBZVBFOYJL-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
472921	P21554	FLKUUIABSQJJHM-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
472921	P21554	FLKUUIABSQJJHM-UHFFFAOYSA-N	Imax	27.67	27.67	%	MedChemComm, (2014) 5:10:1571
472921	P21554	FLKUUIABSQJJHM-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
474389	P21554	GCLBDUBKVIKULL-UHFFFAOYSA-N	EC50	2376.0	2376.0	nM	25466197
474389	P21554	GCLBDUBKVIKULL-UHFFFAOYSA-N	Ki	2343.0	2343.0	nM	25466197
475538	P21554	GPQLHGCIAUEJQK-UHFFFAOYSA-N	Activity	19.3	19.3	%	26035635
476239	P21554	GXWDJBMYGJCJFQ-UHFFFAOYSA-N	EC50	4036.0	4036.0	nM	25466197
476239	P21554	GXWDJBMYGJCJFQ-UHFFFAOYSA-N	Ki	3303.0	3303.0	nM	25466197
476596	P21554	HCANBHDXWIUIDF-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
476726	P21554	HDNJNVPZXVJOMB-ZTNFWEORSA-N	Ki	117.0	117.0	nM	26000707
476958	P21554	HGEWULDSRVJHHZ-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
476958	P21554	HGEWULDSRVJHHZ-UHFFFAOYSA-N	Imax	44.8	44.8	%	MedChemComm, (2014) 5:10:1571
476958	P21554	HGEWULDSRVJHHZ-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
477825	P21554	HPVKFMJMYJDNHE-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	26209834
478071	P21554	HSOUOLCAXCYNOZ-HLJLCESISA-N	Ki	368.0	368.0	nM	26209834
479329	P21554	IHLOLFCWBODEMP-UHFFFAOYSA-N	EC50	10000.0	0.0	nM	26203658
479846	P21554	INKUWBOHCFHXTJ-BRWVUGGUSA-N	Ki	65.0	65.0	nM	26000707
479848	P21554	INKUWBOHCFHXTJ-ZACQAIPSSA-N	Ki	1906.0	1906.0	nM	26000707
479962	P21554	IOTWLKPBBWSQBM-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	26275680
480242	P21554	ISCNSICLXHENIG-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
480242	P21554	ISCNSICLXHENIG-UHFFFAOYSA-N	Imax	11.94	11.94	%	MedChemComm, (2014) 5:10:1571
480242	P21554	ISCNSICLXHENIG-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
480355	P21554	ITIQMZFXZMFWED-UHFFFAOYSA-N	EC50	1396.0	1396.0	nM	25466197
480355	P21554	ITIQMZFXZMFWED-UHFFFAOYSA-N	Ki	817.0	817.0	nM	25466197
481030	P21554	JBEYLLUXESVNSE-QOZDHKFNSA-N	Ki	410.0	410.0	nM	26149623
481626	P21554	JIHCQCFTFIQJAA-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
481626	P21554	JIHCQCFTFIQJAA-UHFFFAOYSA-N	Imax	7.86	7.86	%	MedChemComm, (2014) 5:10:1571
481626	P21554	JIHCQCFTFIQJAA-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:10:1571
483045	P21554	JYLAYFCWPZLYBS-UHFFFAOYSA-N	Ki	6957.0	6957.0	nM	25466197
483662	P21554	KFDKBBUHAFDJFS-UHFFFAOYSA-N	Ki	1138.0	1138.0	nM	26275680
