GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)
12896	P21554	ARYJPFLXYGJGJL-UHFFFAOYSA-N	Ki	1995.26	1995.26	nM	19921781
12896	P21554	ARYJPFLXYGJGJL-UHFFFAOYSA-N	Ki	2000.0	2000.0	nM	19921781
13116	P21554	ASGIXSFRPRVPNC-UHFFFAOYSA-N	EC50	0.0	2000.0	nM	19062274
13116	P21554	ASGIXSFRPRVPNC-UHFFFAOYSA-N	EC50	700000.0	700000.0	nM	19062274
13116	P21554	ASGIXSFRPRVPNC-UHFFFAOYSA-N	Emax	22.0	22.0	%	19062274
13116	P21554	ASGIXSFRPRVPNC-UHFFFAOYSA-N	Emax	39.0	39.0	%	19062274
13197	P21554	ASISOGRWKOFTRC-HSZRJFAPSA-N	IC50	0.2	0.2	nM	20423086
13249	P21554	ASKWEGSYUJLCPQ-WOJBJXKFSA-N	Ki	18.5	18.5	nM	24175572
13374	P21554	ASORYXQOVKWBMX-UHFFFAOYSA-N	Ki	501.0	501.0	nM	22341572
13530	P21554	ASUHORJFCYAPSO-UHFFFAOYSA-N	Ki	4027.0	4027.0	nM	16451053
13693	P21554	ASXJFMSIFDRVPG-UHFFFAOYSA-N	Ke	2768.0	2768.0	nM	24041123
13706	P21554	ASXWXYDLQSHXSE-LBPRGKRZSA-N	Ki	4.1	4.1	nM	17466519
13822	P21554	ATCRNPKBEOVHNR-UHFFFAOYSA-N	IC50	64.0	64.0	nM	20719511
13831	P21554	ATDCKTKMKBPZFF-UHFFFAOYSA-N	Ki	9690.0	9690.0	nM	23434135
13921	P21554	ATFPKCCWKBNASV-UHFFFAOYSA-N	EC50	768.0	768.0	nM	22284817
13921	P21554	ATFPKCCWKBNASV-UHFFFAOYSA-N	Emax	71.0	71.0	%	22284817
13921	P21554	ATFPKCCWKBNASV-UHFFFAOYSA-N	Ki	143.0	143.0	nM	22284817
14032	P21554	ATKAHMGTXSZKDV-UHFFFAOYSA-N	Ki	20.0	20.0	nM	19595596
14071	P21554	ATLRMJMTXFCOHV-UHFFFAOYSA-N	Ki	109.0	109.0	nM	23072339
14209	P21554	ATQBEVHJBCBHCT-UHFFFAOYSA-N	Ki	2.7	2.7	nM	17507224
14209	P21554	ATQBEVHJBCBHCT-UHFFFAOYSA-N	Ki	230.0	230.0	nM	17507224
14302	P21554	ATSXTPFBFRFWLC-UHFFFAOYSA-N	Ki	3021.0	3021.0	nM	17884494
14324	P21554	ATTMVRXVYVAUKY-UHFFFAOYSA-N	EC50	11.0	11.0	nM	18335976
14324	P21554	ATTMVRXVYVAUKY-UHFFFAOYSA-N	Ki	25.0	25.0	nM	18335976
14331	P21554	ATTXJDZGDVZJEP-UHFFFAOYSA-N	EC50	0.0	100000.0	nM	22765893
14397	P21554	ATXDAVMXQDOABZ-UHFFFAOYSA-N	EC50	251.0	251.0	nM	23147076
14397	P21554	ATXDAVMXQDOABZ-UHFFFAOYSA-N	Efficacy	77.0	77.0	%	23147076
14566	P21554	AUEMKSKNGASOAA-UHFFFAOYSA-N	Ki	389.0	389.0	nM	22738271
15301	P21554	AVHMZIMFLFDTIN-UHFFFAOYSA-N	Ki	200.0	200.0	nM	24378710
15509	P21554	AVPCNOHVEKLSOS-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	19921781
15525	P21554	AVPNMDVFDNULIQ-UHFFFAOYSA-N	EC50	0.0	31622.8	nM	19864133
15760	P21554	AVYJRRDWOGCWSP-UHFFFAOYSA-N	Decrease	-74.0	-74.0	%	15801840
15760	P21554	AVYJRRDWOGCWSP-UHFFFAOYSA-N	Displacement	77.4	77.4	%	15801840
15760	P21554	AVYJRRDWOGCWSP-UHFFFAOYSA-N	Ki	724.0	724.0	nM	15801840
15772	P21554	AVYPGVSZDDYIPB-UHFFFAOYSA-N	IC50	8.1	8.1	nM	20047779
15772	P21554	AVYPGVSZDDYIPB-UHFFFAOYSA-N	Ki	2.5	2.5	nM	20047779
15817	P21554	AVZZJQBTDOHRFF-UHFFFAOYSA-N	Ki	1862.09	1862.09	nM	18311894
15817	P21554	AVZZJQBTDOHRFF-UHFFFAOYSA-N	Ki	1875.0	1875.0	nM	18311894
16110	P21554	AWKAXTNPAOUFMN-ZKWNWVNESA-N	Ki	600.0	600.0	nM	16213718
16145	P21554	AWLTZAQBCIRMSH-UHFFFAOYSA-N	IC50	10000.0	0.0	nM	17027269
16250	P21554	AWPMNXJSXFCGSV-UHFFFAOYSA-N	Ki	226.0	226.0	nM	22284817
16373	P21554	AWULXULJLOZHTE-UHFFFAOYSA-N	IC50	300.0	300.0	nM	22959249
16415	P21554	AWWGUVKCDIOPIQ-UHFFFAOYSA-N	IC50	0.54	0.54	nM	18448340
16415	P21554	AWWGUVKCDIOPIQ-UHFFFAOYSA-N	Ki	0.24	0.24	nM	18448340
16468	P21554	AWYWQMUBSMTLTR-UHFFFAOYSA-N	EC50	6300.0	6300.0	nM	19743867
16468	P21554	AWYWQMUBSMTLTR-UHFFFAOYSA-N	Efficacy	43.0	43.0	%	19743867
16746	P21554	AXJQVVLKUYCICH-NRFANRHFSA-N	Kd	0.0	39.81	nM	14736243
16746	P21554	AXJQVVLKUYCICH-NRFANRHFSA-N	Ki	894.0	894.0	nM	14736243
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	Activity	4.09	4.09	pmol	18207393
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	IC50	17.0	17.0	nM	17181138
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	IC50	19.95	19.95	nM	19338356
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	Kd	0.1259	0.1259	nM	16140010,20137935,14736243
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	Ki	0.42	0.42	nM	21962575
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	Ki	3.162	3.162	nM	19338356
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	Ki	4.1	4.1	nM	18083560
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	Ki	7.8	7.8	nM	14736243
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	Ki	7.8	7.8	nM	16140010,20137935,18363352,19520572,14736243
16751	P21554	AXJQVVLKUYCICH-OAQYLSRUSA-N	Ki	8.0	8.0	nM	18335976
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	IC50	1.905	1.905	nM	19406638
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	IC50	1.91	1.91	nM	19406638
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	IC50	22.0	22.0	nM	22959249
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	IC50	139.0	139.0	nM	22959249
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	Kd	1.995	1.995	nM	20047331,20137935,19699640,14736243
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	Ki	3.0	3.0	nM	19338356
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	Ki	4.1	4.1	nM	18083560
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	Ki	4.1	4.1	nM	18083560
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	Ki	7.8	7.8	nM	19520572
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	Ki	8.0	8.0	nM	18335976
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	Ki	25.0	25.0	nM	20047331,19699640,14736243
16753	P21554	AXJQVVLKUYCICH-UHFFFAOYSA-N	Ki	25.2	25.2	nM	20137935,14736243
17137	P21554	AXVLPJHYYFHCHK-UHFFFAOYSA-N	Inhibition	0.0	35.0	%	24074843
17279	P21554	AYARJPVOTXCYHD-UHFFFAOYSA-N	Emax	58.2	58.2	fmol/mg	24053617
17279	P21554	AYARJPVOTXCYHD-UHFFFAOYSA-N	Kb	508.4	508.4	nM	24053617
17292	P21554	AYBHAKOBTPNMON-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	,PubChem BioAssay data set
17292	P21554	AYBHAKOBTPNMON-UHFFFAOYSA-N	IC50	3560.0	3560.0	nM	,PubChem BioAssay data set
17571	P21554	AYLSJCSPOZOCFK-UHFFFAOYSA-N	Ki	434.0	434.0	nM	11020293
17690	P21554	AYQHXZNAAKQLKW-UHFFFAOYSA-N	EC50	1000.0	1000.0	nM	22421020
17729	P21554	AYRYBKNCRMZKNE-UHFFFAOYSA-N	IC50	62.0	62.0	nM	18293908
17729	P21554	AYRYBKNCRMZKNE-UHFFFAOYSA-N	Ki	35.0	35.0	nM	18293908
17754	P21554	AYSRJCOIKJXGSM-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	22370265
17802	P21554	AYULBOXVHKIVEG-UHFFFAOYSA-N	Activity	81.0	81.0	%	19520572
17802	P21554	AYULBOXVHKIVEG-UHFFFAOYSA-N	EC50	600.0	600.0	nM	19520572
17802	P21554	AYULBOXVHKIVEG-UHFFFAOYSA-N	Inhibition	90.0	90.0	%	19520572
17802	P21554	AYULBOXVHKIVEG-UHFFFAOYSA-N	Ki	227.0	227.0	nM	19520572
17896	P21554	AYYDIDDDTKUDTB-UHFFFAOYSA-N	EC50	5.0	5.0	nM	19320488
17896	P21554	AYYDIDDDTKUDTB-UHFFFAOYSA-N	IC50	780.0	780.0	nM	19320488
17909	P21554	AYYXHEXYNSQCSS-UHFFFAOYSA-N	IC50	5.7	5.7	nM	17270441
18151	P21554	AZHDEXBXSFXXFL-UHFFFAOYSA-N	Activity	38.7	38.7	%	17915849
18198	P21554	AZIWIICQCIRNGS-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	22437111
18283	P21554	AZLFGSQKXKYODE-UHFFFAOYSA-N	EC50	0.0	1000.0	nM	18680277
18283	P21554	AZLFGSQKXKYODE-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	18680277
18393	P21554	AZPPDHHCSSDRFN-UHFFFAOYSA-N	EC50	113.0	113.0	nM	23147076
18393	P21554	AZPPDHHCSSDRFN-UHFFFAOYSA-N	Efficacy	86.0	86.0	%	23147076
18426	P21554	AZRKCWATXTVCAN-UHFFFAOYSA-N	Ke	1.2	1.2	uM	21875798
18437	P21554	AZRTYGZMNIRFGH-UHFFFAOYSA-N	IC50	1.7	1.7	nM	20015647
18437	P21554	AZRTYGZMNIRFGH-UHFFFAOYSA-N	IC50	7.0	7.0	nM	20015647
18437	P21554	AZRTYGZMNIRFGH-UHFFFAOYSA-N	IC50	7.9	7.9	nM	20015647
18491	P21554	AZTOJNFOJHNDQE-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	16213718
18928	P21554	BAJPSORGQQMJRM-UHFFFAOYSA-N	IC50	3750.0	3750.0	nM	24445310
18928	P21554	BAJPSORGQQMJRM-UHFFFAOYSA-N	Inhibition	89.0	89.0	%	24445310
19135	P21554	BASPSAYDSSJKCX-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	17507224
19153	P21554	BASZVWQQTWCPJX-UHFFFAOYSA-N	Kd	45.0	45.0	nM	10633038
19159	P21554	BATNKFYGUCQFMX-UHFFFAOYSA-N	Activity	28.1	28.1	%	17915849
19199	P21554	BAUQELIGAWYSBS-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	PubChem BioAssay data set
19199	P21554	BAUQELIGAWYSBS-UHFFFAOYSA-N	IC50	0.0	32000.0	nM	,PubChem BioAssay data set
19270	P21554	BAXHFHNXVCEHCG-UHFFFAOYSA-N	EC50	237.0	237.0	nM	20845959
19270	P21554	BAXHFHNXVCEHCG-UHFFFAOYSA-N	Emax	-25.5	-25.5	%	20845959
19270	P21554	BAXHFHNXVCEHCG-UHFFFAOYSA-N	Kd	83.18	83.18	nM	20845959
19270	P21554	BAXHFHNXVCEHCG-UHFFFAOYSA-N	Ke	2702.0	2702.0	nM	20845959
19270	P21554	BAXHFHNXVCEHCG-UHFFFAOYSA-N	Ki	94.0	94.0	nM	20845959
19270	P21554	BAXHFHNXVCEHCG-UHFFFAOYSA-N	Ki	229.0	229.0	nM	20845959
19273	P21554	BAXIFQMQEGUGGQ-UHFFFAOYSA-N	Ki	2381.0	2381.0	nM	17513109
19277	P21554	BAXLEFIQPNPUNQ-UHFFFAOYSA-N	Ki	4.3	4.3	nM	24900484
19277	P21554	BAXLEFIQPNPUNQ-UHFFFAOYSA-N	Ki	4.5	4.5	nM	24900484
19351	P21554	BBAXUAQXLWCMCF-UHFFFAOYSA-N	Inhibition	34.0	34.0	%	22916707
19351	P21554	BBAXUAQXLWCMCF-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	22916707
19380	P21554	BBCHHCOEPRSMOS-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	23147076
19441	P21554	BBEXYVAMUCGJGZ-UHFFFAOYSA-N	Activity	13.0	13.0	%	19500981
19459	P21554	BBFSXGGHVLOEMF-UHFFFAOYSA-N	Ki	1468.0	1468.0	nM	23350768
19463	P21554	BBFYMAXRHYOFPI-UHFFFAOYSA-N	Ki	3360.0	3360.0	nM	19921781
19463	P21554	BBFYMAXRHYOFPI-UHFFFAOYSA-N	Ki	3388.44	3388.44	nM	19921781
19519	P21554	BBINOZROCFCGOR-GFOWMXPYSA-N	Ki	630.96	630.96	nM	17521177,17980589
19519	P21554	BBINOZROCFCGOR-GFOWMXPYSA-N	Ki	638.1	638.1	nM	17521177
19558	P21554	BBKJITNGLSIUKY-UHFFFAOYSA-N	Kb	3673.0	3673.0	nM	24635495
19567	P21554	BBKPNYHSDCZFPA-UHFFFAOYSA-N	Kd	63.1	63.1	nM	15771428
19567	P21554	BBKPNYHSDCZFPA-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	15771428
19714	P21554	BBPBHNONKSWGRH-UHFFFAOYSA-N	IC50	16.0	16.0	nM	19954978
19825	P21554	BBTJHAUUGXYTQE-UHFFFAOYSA-N	Ki	2100.0	2100.0	nM	17561406
19851	P21554	BBUFFGPKCMWCSB-UHFFFAOYSA-N	Inhibition	8.0	8.0	%	22916707
19851	P21554	BBUFFGPKCMWCSB-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	22916707
19856	P21554	BBUPTNCPDJNCQD-UHFFFAOYSA-N	Ki	1.0	1.0	nM	16263283
19890	P21554	BBWGUNCGUMXOLE-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	21872477
20080	P21554	BCDPRNYYJGZULD-UHFFFAOYSA-N	Ki	530.0	530.0	nM	22548457
20101	P21554	BCESLUSANYXCOI-UHFFFAOYSA-N	IC50	0.3	0.3	nM	20483606
20163	P21554	BCGTVVSGKJYVTL-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	20718492
20526	P21554	BCTWRAPWASCHFM-UHFFFAOYSA-N	Ke	4.7	4.7	nM	22372835
20526	P21554	BCTWRAPWASCHFM-UHFFFAOYSA-N	Ki	2.9	2.9	nM	22372835
20594	P21554	BCWJOAVBILROCY-UHFFFAOYSA-N	EC50	0.0	1000.0	nM	21115245
20594	P21554	BCWJOAVBILROCY-UHFFFAOYSA-N	Emax	67.0	67.0	%	21115245
20594	P21554	BCWJOAVBILROCY-UHFFFAOYSA-N	Ki	1000.0	1000.0	nM	21115245
20845	P21554	BDEOVMZDXDAANU-UHFFFAOYSA-N	Ki	90.7	90.7	nM	20943290
20847	P21554	BDEPEXOFFGBLLA-SGTLLEGYSA-N	Ki	133.0	133.0	nM	20018510
20849	P21554	BDEPEXOFFGBLLA-UHFFFAOYSA-N	Ki	133.0	133.0	nM	20018510
20902	P21554	BDGMEPAZTWBSPP-UHFFFAOYSA-N	Activity	10.0	0.0	%	16451053
20902	P21554	BDGMEPAZTWBSPP-UHFFFAOYSA-N	Activity	20.0	0.0	%	16392827
21001	P21554	BDJXVKAZYYSBAO-UHFFFAOYSA-N	Activity	0.0	60.0	%	23017078
21005	P21554	BDKFRSTWXMRHIP-UHFFFAOYSA-N	Ki	560.0	560.0	nM	18579386
21009	P21554	BDKJSUBPXCXIJD-UHFFFAOYSA-N	Emax	8.0	8.0	%	18640038
21026	P21554	BDKPJSNASAZMCK-RZUBCFFCSA-N	IC50	0.0	17000.0	nM	21420857
21086	P21554	BDNAVNHHUCPGAB-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	21702498,21183257
21171	P21554	BDQOJOMHIBHKHV-UHFFFAOYSA-N	Activity	29.3	29.3	%	16392827
21171	P21554	BDQOJOMHIBHKHV-UHFFFAOYSA-N	Displacement	29.3	29.3	%	15801840
21309	P21554	BDWNJRSRLYRENU-SVMVAKDDSA-N	EC50	6.31	6.31	nM	20634067
21584	P21554	BEJABIGGCSYDJF-LUAWRHEFSA-N	Inhibition	18.0	18.0	%	MedChemComm, (2014) 5:5:632
21584	P21554	BEJABIGGCSYDJF-LUAWRHEFSA-N	Ki	0.0	10000.0	nM	MedChemComm, (2014) 5:5:632
21640	P21554	BEKIHJWTKDNKTE-OKFSJJLXSA-N	EC50	230.0	230.0	nM	23621789
21640	P21554	BEKIHJWTKDNKTE-OKFSJJLXSA-N	Ratio	0.67	0.67	-	23621789
21672	P21554	BELGMDQKIRKVME-UHFFFAOYSA-N	Activity	32.8	32.8	%	16392793
21752	P21554	BENPRQDIYAGAMQ-FCHUYYIVSA-N	IC50	0.7	0.7	nM	19320488
21757	P21554	BENZMXRSXKXRMZ-UHFFFAOYSA-N	Ki	1508.0	1508.0	nM	22548457
21964	P21554	BEVZFANGLKCLRI-UHFFFAOYSA-N	Activity	35.0	35.0	%	23697626
21964	P21554	BEVZFANGLKCLRI-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	23697626
22217	P21554	BFDQXULOCJSWAT-UHFFFAOYSA-N	Activity	10.0	10.0	%	19500981
22434	P21554	BFMJMAMGDAILJQ-UHFFFAOYSA-N	Kd	1.0	1.0	nM	19699640
22434	P21554	BFMJMAMGDAILJQ-UHFFFAOYSA-N	Ki	47.0	47.0	nM	19699640
22610	P21554	BFSSRBPHLVFPRE-UHFFFAOYSA-N	Ke	2.83	2.83	uM	21875798
22910	P21554	BGEQLQHMNLYKKS-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	11020293
22942	P21554	BGFKVHMAXAORKM-UHFFFAOYSA-N	Ki	47.86	47.86	nM	19921781
22942	P21554	BGFKVHMAXAORKM-UHFFFAOYSA-N	Ki	48.0	48.0	nM	19921781
23030	P21554	BGIHMHHOJDEMTN-UHFFFAOYSA-N	Activity	39.0	39.0	%	18342403
23044	P21554	BGIRTFQKCXMFOC-UHFFFAOYSA-N	Ki	243.0	243.0	nM	24518874
23054	P21554	BGIZUEHCDIDGNP-UHFFFAOYSA-N	EC50	2.0	2.0	nM	18335976
23054	P21554	BGIZUEHCDIDGNP-UHFFFAOYSA-N	Ki	4.0	4.0	nM	18335976
23112	P21554	BGLWQDIXRWKLSN-UHFFFAOYSA-N	EC50	19.95	19.95	nM	21316962
23451	P21554	BGVIIZRRMUKRPG-UHFFFAOYSA-N	Ki	13.0	13.0	nM	18511157
23504	P21554	BGXMTPNPBVICTD-UHFFFAOYSA-N	IC50	2.57	2.57	nM	21334892
23526	P21554	BGYCQUQQDAZQFJ-XSWBTSGESA-N	IC50	2.0	2.0	nM	22959249
23649	P21554	BHDCYDBSKKIYSQ-FVJLSDCUSA-N	EC50	63.1	63.1	nM	20634067
23680	P21554	BHEHZUIHMUOESF-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	20979417
23686	P21554	BHENDAXILJTYPX-UHFFFAOYSA-N	Ki	2970.0	2970.0	nM	22437111
23803	P21554	BHJRHOCTESKVMJ-UHFFFAOYSA-N	Ki	210.0	210.0	nM	16279794
23812	P21554	BHKIDPZYPBIDBY-UHFFFAOYSA-N	EC50	0.0	3162.28	nM	19010671
23812	P21554	BHKIDPZYPBIDBY-UHFFFAOYSA-N	Efficacy	7.0	7.0	%	19010671
24020	P21554	BHSKDPVGAWQFCB-UHFFFAOYSA-N	Ki	973.0	973.0	nM	17884494
24090	P21554	BHUFAMDEGOUAKE-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	20047779
24090	P21554	BHUFAMDEGOUAKE-UHFFFAOYSA-N	Ki	56.0	56.0	nM	20047779
24165	P21554	BHWNOODDNLFTAL-UHFFFAOYSA-N	Ki	1086.0	1086.0	nM	19520572
24299	P21554	BIBAWIYLLKCXHN-UHFFFAOYSA-N	EC50	0.0	1000.0	nM	18680277
24299	P21554	BIBAWIYLLKCXHN-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	18680277
24299	P21554	BIBAWIYLLKCXHN-UHFFFAOYSA-N	Emax	23.0	23.0	%	18680277
24328	P21554	BIBYSKLIEXCINZ-UHFFFAOYSA-N	EC50	14.1	14.1	nM	18712856
24328	P21554	BIBYSKLIEXCINZ-UHFFFAOYSA-N	IC50	1.2	1.2	nM	18712856
24328	P21554	BIBYSKLIEXCINZ-UHFFFAOYSA-N	IC50	7.0	7.0	nM	18712856
24333	P21554	BICGDHPZYSFRLM-SBUREZEXSA-N	Ki	690.0	690.0	nM	20018510
24376	P21554	BIEMFEVSMALXHH-UHFFFAOYSA-N	IC50	1.2	1.2	nM	20015647
24376	P21554	BIEMFEVSMALXHH-UHFFFAOYSA-N	IC50	3.7	3.7	nM	20015647
24435	P21554	BIHAWDXODSOWQG-UHFFFAOYSA-N	EC50	0.0	1000.0	nM	21115245
24472	P21554	BIICSDGTLAHWES-UHFFFAOYSA-N	IC50	0.0	10000000.0	nM	23227781
24483	P21554	BIIPATWUVYDKKA-DEOSSOPVSA-N	Ki	0.0	1000.0	nM	20979417
24485	P21554	BIIPATWUVYDKKA-XMMPIXPASA-N	Ki	131.0	131.0	nM	20979417
24524	P21554	BILKPDKWPYENSO-UHFFFAOYSA-N	EC50	16.5	16.5	nM	18712856
24524	P21554	BILKPDKWPYENSO-UHFFFAOYSA-N	IC50	1.2	1.2	nM	18712856
24524	P21554	BILKPDKWPYENSO-UHFFFAOYSA-N	IC50	8.9	8.9	nM	18712856
24640	P21554	BIPNGPVEIGPQGY-UHFFFAOYSA-N	EC50	5.012	5.012	nM	21411321
24672	P21554	BIRMGFPCHVWZNT-UHFFFAOYSA-N	Ki	0.0	1000.0	nM	20979417
24866	P21554	BIYITNDKXCVEFF-UHFFFAOYSA-N	Ki	123.1	123.1	nM	20943290
24877	P21554	BIYYFMFQCADOGW-UHFFFAOYSA-N	Ki	15.0	15.0	nM	18680277
24881	P21554	BIZJFTJNAACPRG-UHFFFAOYSA-N	IC50	470.0	470.0	nM	15713403
24885	P21554	BIZKOGDKLWMQPY-UHFFFAOYSA-N	EC50	5.9	5.9	nM	23227781
24885	P21554	BIZKOGDKLWMQPY-UHFFFAOYSA-N	Emax	110.0	110.0	%	23227781
24885	P21554	BIZKOGDKLWMQPY-UHFFFAOYSA-N	IC50	7000.0	7000.0	nM	23227781
24989	P21554	BJDVUMFTELWYHY-UHFFFAOYSA-N	Activity	133.9	133.9	%	22571451
24989	P21554	BJDVUMFTELWYHY-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	22571451
25042	P21554	BJFUCXISNSPGTJ-QMHWCDLVSA-N	Emax	53.0	53.0	%	21420857
25042	P21554	BJFUCXISNSPGTJ-QMHWCDLVSA-N	IC50	0.0	17000.0	nM	21420857
25137	P21554	BJIIKHXAZBTGLF-NHCUHLMSSA-N	Ki	0.0	20000.0	nM	,23865723,Bioorg. Med. Chem. Lett., (1996) 6:2:189
25137	P21554	BJIIKHXAZBTGLF-NHCUHLMSSA-N	Ki	4888.0	4888.0	nM	21183257
25309	P21554	BJNXBPDMKWOHSJ-RUZDIDTESA-N	Ki	238.0	238.0	nM	17513109
25412	P21554	BJSDNVVWJYDOLK-UHFFFAOYSA-N	Ki	0.0	20000.0	nM	,Bioorg. Med. Chem. Lett., (1996) 6:19:2263
25429	P21554	BJSXFVSPIGTDDT-UHFFFAOYSA-N	Activity	20.0	0.0	%	16392827
25586	P21554	BJZOYBVYPLZMMU-UHFFFAOYSA-N	EC50	0.0	20000.0	nM	21354795
25594	P21554	BJZUFWMYCASYFE-UHFFFAOYSA-N	IC50	1.1	1.1	nM	19328684
25605	P21554	BKACBKGNKYLDDO-UHFFFAOYSA-N	Ki	1119.4	1119.4	nM	Med Chem Res, (2013) 22:9:4133
25605	P21554	BKACBKGNKYLDDO-UHFFFAOYSA-N	Ki	1119.44	1119.44	nM	Med Chem Res, (2013) 22:9:4133
25634	P21554	BKBOLZATQOJKKM-CQJMVLFOSA-N	Ki	5700.0	5700.0	nM	18831576
25734	P21554	BKFRFHCIZQYHLV-UHFFFAOYSA-N	Ki	4265.8	4265.8	nM	19921781
25734	P21554	BKFRFHCIZQYHLV-UHFFFAOYSA-N	Ki	4300.0	4300.0	nM	19921781
25864	P21554	BKKMOWQXXQOKTO-OMKBGSMGSA-N	Ki	13.0	13.0	nM	9784115
25933	P21554	BKMZISGAQBQGPE-UHFFFAOYSA-N	Ki	1621.81	1621.81	nM	19921781
25933	P21554	BKMZISGAQBQGPE-UHFFFAOYSA-N	Ki	1630.0	1630.0	nM	19921781
25939	P21554	BKNFVLJTRIWUGZ-UHFFFAOYSA-N	EC50	925.0	925.0	nM	23147076
25939	P21554	BKNFVLJTRIWUGZ-UHFFFAOYSA-N	Efficacy	85.0	85.0	%	23147076
25939	P21554	BKNFVLJTRIWUGZ-UHFFFAOYSA-N	Ki	19400.0	19400.0	nM	23147076
26144	P21554	BKTJKWJUVAXLAS-UHFFFAOYSA-N	Ki	200.0	200.0	nM	22738271
26236	P21554	BKWNDDODGPGVCY-LEWJYISDSA-N	IC50	7.0	7.0	nM	19320488
26283	P21554	BKYSPAJPVPEZOE-UHFFFAOYSA-N	Inhibition	50.0	0.0	%	19954972
26314	P21554	BKZHSJNLPPAJKB-UHFFFAOYSA-N	Ke	0.0	10000.0	nM	24944734
26359	P21554	BLAXJIFUGFVCLM-UHFFFAOYSA-N	IC50	1.1	1.1	nM	20015647
26377	P21554	BLBRTPMJKGVECZ-UHFFFAOYSA-N	Ke	5706.0	5706.0	nM	23098108
26420	P21554	BLDAGALCKFMKQM-IAGOWNOFSA-N	Ki	27.9	27.9	nM	17521177
26420	P21554	BLDAGALCKFMKQM-IAGOWNOFSA-N	Ki	28.18	28.18	nM	17521177,17980589
26478	P21554	BLFBKKUNKISDEH-UHFFFAOYSA-N	Ki	5.5	5.5	nM	17107792
26494	P21554	BLFLFLCFTOYEOH-UHFFFAOYSA-N	Activity	67.8	67.8	%	16392827
26494	P21554	BLFLFLCFTOYEOH-UHFFFAOYSA-N	Displacement	67.8	67.8	%	15801840
26511	P21554	BLFSFPLFARTKFQ-UHFFFAOYSA-N	Ki	4.0	4.0	nM	16263283
26511	P21554	BLFSFPLFARTKFQ-UHFFFAOYSA-N	Ki	8.0	8.0	nM	16263283
26754	P21554	BLKZIEZDOVKLMT-CQSZACIVSA-N	Ki	0.12	0.12	nM	20971001
26757	P21554	BLLAQRAZEZJQEN-JTDSTZFVSA-N	Emax	50.0	50.0	%	21420857
26757	P21554	BLLAQRAZEZJQEN-JTDSTZFVSA-N	IC50	3445.0	3445.0	nM	21420857
26792	P21554	BLMFCUBJOMEWGH-UHFFFAOYSA-N	Ki	2331.0	2331.0	nM	17884494,19143566
27002	P21554	BLUOGHRTHJKGCJ-UHFFFAOYSA-N	IC50	200.0	200.0	nM	15713403
27154	P21554	BLZFLSJJUBJAPJ-UHFFFAOYSA-N	Ki	279.0	279.0	nM	17884494,19143566
27162	P21554	BLZJLLXBXHHRTG-SFHVURJKSA-N	Ki	72089.0	72089.0	nM	15664857
27188	P21554	BLZNLOLTHDUEOL-UHFFFAOYSA-N	Inhibition	3.0	3.0	%	22840695
